"community","hub","hub score","authority","auth score"
"0","9906064.0","0.4132106021774119","9711200.0","0.3762912832715456"
"1","9711200.0","0.1800011439941274","9906064.0","0.1757056336213063"
"2","9711200.0","0.23164321005592337","9906064.0","0.1094465016370193"
"3","109152.0","0.4312344699900015","107166.0","1.2360258470549883"
"4","9905111.0","0.21726878182993295","9905111.0","0.07182665021846293"
"5","9906064.0","0.19664892757817815","9711200.0","0.19897757468184551"
"6","9906064.0","0.10276770930100596","9711200.0","0.11001820046324486"
"7","9711200.0","0.17126041340524548","9906064.0","0.16625059113617924"
"8","9906064.0","0.07850838198879453","9711200.0","0.08532667148715264"
"9","9711200.0","0.109005246935692","9906064.0","0.10175541464418757"
"10","9711200.0","0.18393395876060242","9906064.0","0.18000154582487132"
"11","9711200.0","0.20395170457119868","9906064.0","0.20222092271488468"
"12","9711200.0","0.1834106933343839","9906064.0","0.1794394202509175"
"13","9611050.0","0.059071850073343306","9611050.0","0.1533855321562385"
"14","9906087.0","0.03667524365550437","9905111.0","2.6884648659233594"
"15","9906064.0","0.2789388568233328","9711200.0","0.3620645643455824"
"16","9711200.0","0.20468000951326293","9906064.0","0.20303595583012068"
"17","9905226.0","0.044369933928784584","9905226.0","0.03855319908493011"
"18","9906064.0","0.08245200764183985","9711200.0","0.08939247602785118"
"19","109162.0","0.12670336584612243","109162.0","0.13106049924988794"
"20","9906064.0","2.7974075502290363","9711200.0","0.5366016008714887"
"21","9711200.0","0.13574664260577485","9906064.0","0.12884298717487522"
"22","9711200.0","0.41572295156065436","9906064.0","0.4676914409239381"
"23","9408099.0","0.14655941657405544","9408099.0","0.0486400495084309"
"24","9711200.0","0.10731527461073884","9906064.0","0.10112180840852246"
"25","9906064.0","0.17047726335490093","9711200.0","0.1731844380098616"
"26","9407087.0","0.10893001093933916","9408099.0","0.09128118814866706"
"27","9711200.0","0.27681249841254896","9906064.0","0.2865192284599818"
"28","9711200.0","0.1409813315088713","9906064.0","0.13649966910965172"
"29","9905111.0","0.051557427883227126","9905111.0","0.23923263201758616"
"30","9906064.0","0.08192677353855735","9711200.0","0.08812027979580522"
"31","9906064.0","0.08620644724103915","9711200.0","0.0913647064023281"
"32","9906064.0","0.08776004829381867","9711200.0","0.09250486552300605"
"33","9905111.0","0.19495927737381624","9905111.0","0.08661423418768778"
"34","9711200.0","0.1828341940702263","9906064.0","0.1818017215138894"
"35","9401139.0","0.17030641327214155","9401139.0","0.033213756243237406"
"36","9711200.0","0.8181532277758929","9906064.0","1.3563466517112883"
"37","9411102.0","0.028677812580665714","9408099.0","0.29637391780191974"
"38","9906064.0","0.08742118807051202","9711200.0","0.09272965867552035"
"39","9408099.0","0.06199750495282821","9408099.0","0.074203823215724"
"40","9711200.0","0.23920767628411987","9906064.0","0.2427400908257603"
"41","9408099.0","0.0880727361728941","9407087.0","0.10420343081243713"
"42","9408099.0","0.19001500429952808","9407087.0","0.3140991702704756"
"43","9906064.0","0.26982091373587574","9711200.0","0.2618581783991736"
"44","9407087.0","0.15600228992159643","9408099.0","0.12017984035474696"
"45","9711200.0","0.12494123954415105","9906064.0","0.11778655495473696"
"46","9711200.0","0.164165147087758","9906064.0","0.15863099917870455"
"47","9701190.0","0.029688300914785283","9611050.0","0.6159831501218751"
"48","9711200.0","0.21222626831763794","9906064.0","0.2115481157652219"
"49","9711200.0","2.7203588851455254","9906064.0","0.4831975098933933"
"50","9906064.0","0.8438622812806478","9711200.0","0.619831481013784"
"51","9906064.0","0.09955447307257059","9711200.0","0.10679213365075392"
"52","9711200.0","0.8973211533164555","9906064.0","1.6270982796903075"
"53","9906064.0","0.2302826715084593","9711200.0","0.22854387409282612"
"54","9906064.0","0.07918141878564156","9711200.0","0.08602250069379687"
"55","9906064.0","2.1250228704355054","9711200.0","1.0116301862138386"
"56","9308062.0","2.8264748062298297","9206080.0","2.8264748062298297"
"57","9408099.0","0.6408843274248568","9411102.0","0.035958945529987435"
"58","9408099.0","0.20417127552284556","9411102.0","0.026177313693758617"
"59","9906064.0","0.15238677431200032","9711200.0","0.15829299806491784"
"60","9906064.0","0.10450927353085103","9711200.0","0.11176518852692442"
"61","9711200.0","0.10767320668080624","9906064.0","0.10042964769913285"
"62","9906064.0","0.11741270996536865","9711200.0","0.12457309821597529"
"63","7023.0","0.21681208458580759","7023.0","0.21008468965322283"
"64","9711200.0","0.23247097827048352","9906064.0","0.23485210541088297"
"65","9906064.0","0.1675996756005142","9711200.0","0.1702577512982304"
"66","9906087.0","0.05331547074244739","9906087.0","0.04527884625334846"
"67","9711200.0","0.18365156297163676","9906064.0","0.22496927197966154"
"68","9711200.0","0.09119690454918315","9906064.0","0.09547149353223602"
"69","9906087.0","0.04940993549454545","9906087.0","0.047841837049203806"
"70","9711200.0","0.1764634786984559","9906064.0","0.17086214526098395"
"71","9711200.0","0.34727164683417333","9906064.0","0.274659212037686"
"72","9906064.0","0.077164242227519","9711200.0","0.10153500845252339"
"73","9906064.0","0.7495233604403885","9906064.0","0.7565807212093738"
"74","9905111.0","0.05775598223832456","9905111.0","0.25600408778168177"
"75","9906064.0","0.2038115728651417","9711200.0","0.17042802924155165"
"76","9906087.0","0.04145222232518384","9906087.0","0.0684388717292654"
"77","9905111.0","0.19286202295733915","9905111.0","0.07108597621916528"
"78","9611050.0","0.5911249487027967","9701190.0","0.02948558275741785"
"79","9906087.0","0.0535245766458179","9906087.0","0.045177010744495774"
"80","110113.0","0.05168724105770685","109162.0","0.3940072277583748"
"81","111208.0","0.09494141634671491","111208.0","0.10246305147498973"
"82","109162.0","0.5164009222250865","110113.0","0.05460782241668235"
"83","9905111.0","2.8296613287617056","9905226.0","0.030199126853949675"
"84","9905226.0","0.02963825255079778","9905111.0","1.3643494681156927"
"85","109162.0","6.342666815163783","110113.0","0.06556266510905316"
"86","9905111.0","2.3867303941575413","9906087.0","0.036581479924329946"
"87","109162.0","0.4370643031990784","110113.0","0.05588052618604623"
"88","9905111.0","0.3851555338396462","9906087.0","0.0327113090320308"
"89","9906064.0","0.11229654683797612","9711200.0","0.1175001115486308"
"90","9711200.0","0.10817491033524566","9906064.0","0.1029001261804338"
"91","9906064.0","0.1521242296968351","9711200.0","0.15607504421340687"
"92","110113.0","0.08555658792394095","110113.0","4.771340233413504"
"93","109162.0","0.5496529409586538","110113.0","0.06747942822654004"
"94","9906064.0","0.1823536236138063","9711200.0","0.34314881805714054"
"95","9906064.0","0.0723974255180545","9711200.0","0.07728918617584932"
"96","9906064.0","0.16554849294395935","9711200.0","0.16874087341572142"
"97","9906064.0","0.37663989932468867","9711200.0","0.348213460812756"
"98","9906064.0","0.08519156676286109","9711200.0","0.09035989268473091"
"99","9711200.0","0.6268277467486292","9906064.0","0.8062883416638043"
"100","110258.0","0.22645400111081448","110260.0","1.3515696855340567"
"101","201070.0","0.08548588171778917","109162.0","1.1445438158050578"
"102","9711200.0","0.20424894345062594","9906064.0","0.2659287955158527"
"103","9905226.0","0.0308138982574893","9905111.0","1.9150544258724498"
"104","9905111.0","0.04337372576608201","9905111.0","0.2957052464746302"
"105","9906064.0","0.11448961349121993","9711200.0","0.18362657130994312"
"106","9907209.0","0.037313498046617356","9906064.0","0.3606217904000532"
"107","110113.0","0.24364537043255918","110113.0","0.09857834019494205"
"108","9906064.0","0.18817405629565107","9711200.0","0.4755399276833331"
"109","109162.0","0.44784892683152777","110113.0","0.06444601361610357"
"110","9707189.0","0.107312227691425","9707189.0","0.04808466207036374"
"111","112218.0","0.18661408003712057","110108.0","0.2707199635390672"
"112","109162.0","0.3427404055212964","110113.0","0.0599815016815479"
"113","1004.0","0.766476581863213","9810131.0","3.2822257740945155"
"114","109162.0","0.1087169622989541","109162.0","0.12788056618863378"
"115","110113.0","0.04648842044557292","109162.0","0.26162128360310116"
"116","9906064.0","0.31502580604594066","9711200.0","0.2351727831036232"
"117","9711200.0","0.1474208108405611","9906064.0","0.14099977073334838"
"118","9906087.0","0.12464894370949701","9906087.0","0.03886230098230082"
"119","9905111.0","0.2070945379175136","9905111.0","0.07676169447452215"
"120","110113.0","0.04868478991780738","109162.0","0.30559947727328135"
"121","110113.0","0.10051748912890722","110113.0","0.11525805986557781"
"122","110108.0","0.08826328711752345","112218.0","0.08505735122334931"
"123","9904044.0","0.3378094889247245","9904014.0","0.21354473431696744"
"124","109162.0","0.08948877266083113","109162.0","0.15064154968064045"
"125","109162.0","0.06037818897032351","109162.0","0.1943624218806239"
"126","110113.0","0.05486487615829236","109162.0","0.5099937269488869"
"127","10148.0","0.0913252610488229","12023.0","0.1514431472843941"
"128","109162.0","0.08904721441622003","109162.0","0.1512135413727529"
"129","9905111.0","0.11248817624159635","9905111.0","0.1513681302866672"
"130","6094.0","0.3268526326806588","106182.0","0.6447555395098491"
"131","201253.0","0.23533318946152498","9912271.0","0.18819758284264462"
"132","9507118.0","0.20133313076269296","9512218.0","0.2645234429908285"
"133","209067.0","0.33431860218400644","209067.0","0.37754431777969283"
"134","110113.0","0.11069048572410406","110113.0","0.12604475937720808"
"135","110113.0","0.0650897537728424","109162.0","2.959503577128114"
"136","9905226.0","0.04113245503242372","9905226.0","0.04091104195055108"
"137","110113.0","0.08440922480725088","110113.0","0.6511408479337476"
"138","9906087.0","0.05778630006809115","9906087.0","0.0429524148377008"
"139","9906064.0","0.10648258264852083","9711200.0","0.12573789040546382"
"140","110113.0","0.04890392865807432","109162.0","0.31055069036659616"
"141","9601114.0","0.2946300171168737","9206032.0","0.5429079508937191"
"142","110113.0","0.07216714276153748","110113.0","0.3283110313413102"
"143","208119.0","0.1681995270833587","209241.0","0.22001204076087075"
"144","112080.0","0.12338166234921644","3120.0","0.14080909859769958"
"145","110108.0","0.09032276431205996","112218.0","0.08326381438385504"
"146","9905111.0","4.901271274701943","9906087.0","0.0417345004733233"
"147","9811077.0","0.22727237309880768","9808129.0","0.1899579720890514"
"148","110007.0","0.18350790275569104","112218.0","0.1441894379231736"
"149","1008.0","0.9649646822526763","9301008.0","0.9649646822526761"
"150","9805069.0","0.03446705426629122","9802150.0","0.701325854895377"
"151","9711200.0","0.10084667023480205","9906064.0","0.0954919967131244"
"152","9404061.0","0.19712414020784091","9202013.0","0.1801741058847967"
"153","9711200.0","0.0780190421796967","9906064.0","0.07281859550023852"
"154","9611086.0","0.5145966053841616","11096.0","0.33758922940765584"
"155","202077.0","0.3791007291874671","112158.0","0.5272790777864363"
"156","11096.0","0.7165757178706916","206133.0","2.5282792020754363"
"157","9711200.0","0.09785546015445179","9906064.0","0.09250825214620362"
"158","7139.0","0.2782049691402927","9610215.0","0.6271668216865203"
"159","9905111.0","0.5875193857130363","9906087.0","0.028470799659136216"
"160","9905111.0","0.3831901431370749","9905226.0","0.027908046518476736"
"161","9905111.0","0.13082194241775724","9905111.0","0.11292687226426593"
"162","9905226.0","0.02866241620395241","9905111.0","0.49326693597004706"
"163","9905226.0","0.06504059783042833","9905226.0","0.03427461873635506"
"164","9610043.0","0.036026662058484565","9610043.0","0.163131433599904"
"165","9905226.0","0.05752035797905176","9905226.0","0.035040145786558535"
"166","9905111.0","0.11854011491168889","9905111.0","0.12463402324280841"
"167","9606165.0","0.03313050496558359","9611050.0","0.4317906548786284"
"168","9905111.0","0.11757628847259177","9905111.0","0.12563814578001659"
"169","9905226.0","0.03323506503087509","9905226.0","0.08680088582133907"
"170","9905111.0","0.26497581328398734","9905111.0","0.04318995394953922"
"171","9906087.0","0.05429020852877841","9906087.0","0.04411011928511255"
"172","9905111.0","0.19088830275986446","9905111.0","0.07208310148796514"
"173","9905111.0","0.035627853945631116","9905111.0","0.2925044989775418"
"174","9905111.0","0.14064491471713747","9905111.0","0.10160164865504834"
"175","9905111.0","0.08416476224731563","9905111.0","0.16928164060624312"
"176","9711200.0","0.5872171387261759","9711200.0","1.7608710493775301"
"177","9711200.0","0.18113316816562225","9906064.0","0.28298469197054293"
"178","9905111.0","0.47734212805923726","9906087.0","0.033528170234901775"
"179","9906064.0","0.1024527041550114","9711200.0","0.10794997020328231"
"180","9403141.0","0.14605507231347234","9403141.0","0.14579917012547502"
"181","112119.0","0.1436458746015391","201253.0","0.35211043725274827"
"182","109162.0","0.631129131862294","110113.0","0.054295316080483505"
"183","112045.0","0.3588091992742906","110007.0","157.37506221511535"
"184","9905111.0","0.2520767927832387","9905111.0","0.04726276760197533"
"185","9905226.0","0.02709318184228167","9905111.0","0.37711062788911287"
"186","9611050.0","0.11909678284198529","9611050.0","0.0792638954325154"
"187","9905111.0","0.2868319917588974","9905111.0","0.03564572363656348"
"188","1012.0","0.22690998214928565","1012.0","0.09916391270717571"
"189","112119.0","0.1422116479320273","201253.0","0.34637365579866786"
"190","9403141.0","0.087593450652535","9403141.0","0.22225651158264273"
"191","9608040.0","0.3426920023665751","9608040.0","0.27140608432735847"
"192","9711200.0","0.14039854759144266","9906064.0","0.19191056837016582"
"193","112218.0","0.12767239508647146","110108.0","0.13367625755065907"
"194","9903055.0","0.18353930807261493","9903055.0","0.19909816139237368"
"195","1129.0","0.12728609577039846","9911063.0","0.15555615838290063"
"196","10059.0","0.1994636084264688","105259.0","0.1432830381468205"
"197","1129.0","0.439973220282897","9606105.0","1.2049042896404272"
"198","9906089.0","0.29530747956718867","9806244.0","0.6148024622405529"
"199","12024.0","0.09520254887478735","12024.0","0.19112562771705854"
"200","2245.0","0.1796661668527996","2245.0","0.0991501893182563"
"201","9906087.0","0.047053916696572246","9906087.0","0.050386125938974076"
"202","9905226.0","0.0380949184676743","9905226.0","0.04527369468724834"
"203","110113.0","0.05866262069848517","109162.0","0.31848224682569115"
"204","201070.0","0.08236876212357094","109162.0","1.301069250710189"
"205","9906064.0","0.11835012039481149","9711200.0","0.12344154789309027"
"206","9711200.0","0.31110445156348265","9906064.0","0.33340499644569893"
"207","9906087.0","0.037062341014815744","9905111.0","5.529285499897917"
"208","9811077.0","0.09448372129819248","9811077.0","0.22712027586221842"
"209","211170.0","0.03735607415589908","9906198.0","0.04796649599271991"
"210","9406160.0","7.595552835476737","9506099.0","0.2776609728542142"
"211","9908142.0","0.10619170241342453","9908142.0","0.16315503176373478"
"212","9907182.0","0.49935045449891025","102026.0","0.24353985004858714"
"213","9802150.0","0.6796146950957149","9805069.0","0.03439356578593688"
"214","9906064.0","0.1407109472117999","9711200.0","0.14515442456869276"
"215","9905111.0","3.08565722428732","9906087.0","0.039691666772113714"
"216","110113.0","0.14656616587044732","110113.0","0.11794718913363125"
"217","110113.0","0.13492371040207596","110113.0","0.1279888188303249"
"218","9901011.0","0.16016986357814902","9711168.0","0.11937196700266958"
"219","9901011.0","0.41645421449795633","9711168.0","0.19411296075224332"
"220","9608071.0","0.21568894201793418","9605022.0","0.20954559889203037"
"221","9605022.0","0.36182780967543554","9608071.0","0.3709013659400724"
"222","110113.0","0.07264634468798128","109162.0","0.8372359165437281"
"223","9703187.0","3.963917243138446","9811219.0","0.7985461982908186"
"224","9608071.0","0.16333392202476785","9811015.0","0.11362530299464303"
"225","9412055.0","7.423350884168087","107085.0","0.8812824001099697"
"226","9711189.0","0.6160823963904501","9705101.0","0.3812196691000914"
"227","9912291.0","0.411696521714625","9912102.0","0.29163245455516507"
"228","209225.0","0.11170634155752153","209155.0","0.08280685262375352"
"229","9901011.0","2.4638504944221467","2049.0","0.15916799446967125"
"230","112218.0","0.07524867353186178","110007.0","0.07898876911062762"
"231","4051.0","0.3218362529779029","9912223.0","0.43446891277050464"
"232","9906087.0","0.06215380046002315","9906087.0","0.04247392794737668"
"233","9905111.0","0.06381350673345987","9905111.0","0.23557845309112133"
"234","9711200.0","0.10853232534867822","9906064.0","0.10346730548658697"
"235","9508176.0","0.8550206792987163","9904173.0","0.25834798429055816"
"236","9905111.0","0.04566727011498909","9905111.0","0.28775401267447054"
"237","9905111.0","0.02919050612829972","9905111.0","0.3134312585012275"
"238","9711200.0","0.641909142145036","9906064.0","0.8694269130663803"
"239","9806068.0","0.199619517770013","8062.0","0.17087124703705234"
"240","9906064.0","1.2320241699928332","9906064.0","0.9072056360345854"
"241","110113.0","0.07355045006694845","109162.0","1.1502712103749837"
"242","9711200.0","0.1547217764886045","9906064.0","0.1799895896086647"
"243","109162.0","0.47936463684876135","110113.0","0.06455884091430691"
"244","110113.0","0.06310773838345615","109162.0","0.4319749582677044"
"245","9905111.0","0.06385159890116796","9905111.0","0.24121108319251208"
"246","9905226.0","0.02820037921433925","9905111.0","0.5637176609565406"
"247","9905226.0","0.031442080506094344","9905226.0","0.14984407685228754"
"248","201070.0","0.09196275112929632","201070.0","0.10603371385359635"
"249","109162.0","0.04661581079570576","109162.0","0.2189276436567171"
"250","201070.0","0.0600799453469244","109162.0","0.8533986083959629"
"251","9910131.0","0.6810613073298353","12036.0","0.6810613073298353"
"252","109162.0","0.0915603817318052","109162.0","0.14786494785948273"
"253","110113.0","0.061933644474380906","109162.0","2.5139210606672693"
"254","9905226.0","0.02769594737211728","9905111.0","0.4619076063425112"
"255","9807165.0","0.12044067812592504","9702027.0","0.3335304255719748"
"256","204147.0","0.2501633878333189","110146.0","0.5381914585468156"
"257","112045.0","0.11068962844349702","110007.0","0.1667131979315056"
"258","106161.0","0.1874101049627506","5168.0","0.24930017230791876"
"259","110113.0","0.06064149719643871","109162.0","0.3558541303999381"
"260","9905111.0","0.07126109941084653","9905111.0","0.21849854972750318"
"261","9906064.0","0.7681021553305122","9711200.0","0.5928504050475414"
"262","9906064.0","2.1190611655363716","9711200.0","0.2714009116181755"
"263","9803131.0","0.1755950921892727","9803131.0","0.060850955878472855"
"264","9711200.0","0.16516401309050507","9906064.0","0.33305109994033205"
"265","112223.0","1.706131965171096","112045.0","0.2839115046302567"
"266","9905111.0","0.22620960644221627","9905111.0","0.0577533360055435"
"267","205048.0","0.6613549607334047","204146.0","0.2249090383438343"
"268","110113.0","0.09880441849116801","110113.0","0.24104519649516953"
"269","112233.0","0.46250874233450245","9909007.0","0.4512306070313224"
"270","110113.0","0.09072398276545011","110113.0","0.21496667392902305"
"271","109162.0","0.11036642267416134","109162.0","0.15069053251492576"
"272","9905226.0","0.16317358722343814","9905226.0","0.03137147043314234"
"273","9711200.0","0.12930809177355893","9906064.0","0.12224100989334127"
"274","9906064.0","0.0726281665664328","9711200.0","0.07922796794396511"
"275","9711200.0","0.11955381138708399","9906064.0","0.07282573598565102"
"276","9906064.0","0.2956794770370912","9711200.0","0.28281983306430225"
"277","9906064.0","0.09283081876838921","9711200.0","0.09999608434145747"
"278","9905111.0","1.2091802721431832","9905226.0","0.030353443574947698"
"279","9711200.0","0.07636502831727288","9906064.0","0.06988255870886895"
"280","9711200.0","0.09394359143882096","9906064.0","0.11242429445996008"
"281","9711200.0","0.2501582369887814","9906064.0","0.25576881589426326"
"282","9906064.0","0.12489197829609813","9711200.0","0.13189979294058418"
"283","9906064.0","0.06809576699755664","9711200.0","0.07449645503701624"
"284","9906064.0","0.13081467096507654","9711200.0","0.13766365243412088"
"285","9408099.0","0.13444440858525272","9407087.0","0.1823741384394287"
"286","9711200.0","0.11875031435982634","9906064.0","0.11152109191509214"
"287","9906064.0","0.15036877850818656","9711200.0","0.21521715521503018"
"288","9711200.0","0.333237314629397","9906064.0","0.5633213818262555"
"289","110113.0","0.3459365450175011","110113.0","0.0932928207656651"
"290","9905111.0","0.17251622383461565","9905111.0","0.09682584065997724"
"291","9905111.0","0.18295132859785723","9905111.0","0.09023583000159834"
"292","110113.0","0.08734168368955891","110113.0","0.2240418565552146"
"293","9611050.0","0.2393938330536958","9701190.0","0.025494095687710185"
"294","9701190.0","0.030343064684629283","9611050.0","0.8047545820562515"
"295","9701190.0","0.025685309461287994","9611050.0","0.24733057758581856"
"296","9710006.0","1.3949875576898338","9811099.0","0.3680730124134571"
"297","110113.0","0.06856652412932772","110113.0","0.6111128514876002"
"298","109162.0","0.6374179275143084","110113.0","0.060291529270722094"
"299","9905111.0","0.21406869185843924","9905111.0","0.061307285532665304"
"300","9606165.0","0.03044331406766137","9611050.0","0.26267737881371395"
"301","9711200.0","0.21691824707243498","9906064.0","0.21691796644102723"
"302","9905226.0","0.029934155655116843","9905111.0","0.8982874223682114"
"303","9711200.0","0.15898229921897605","9906064.0","0.153090832802338"
"304","9905226.0","0.056266034040424386","9905226.0","0.03521349695824329"
"305","9905111.0","0.02759674692543628","9905111.0","0.32769207630012587"
"306","110113.0","0.07630718620976096","109162.0","1.8058521048160443"
"307","9905226.0","0.068558817589064","9905226.0","0.03402351348456039"
"308","110113.0","0.09594113316046228","110113.0","0.11669655360204845"
"309","9210010.0","0.8606705174535394","9501144.0","0.02714530499084078"
"310","9711200.0","0.09615762120651943","9906064.0","0.052955783716303474"
"311","109162.0","0.11978216105910768","109162.0","0.1536789078241624"
"312","110113.0","0.15857127825405962","110113.0","0.1019011465101824"
"313","110113.0","0.09409990768271778","110113.0","0.20686410182380555"
"314","9507023.0","1.2049583535515938","9501004.0","0.5666640626639452"
"315","9801169.0","0.10209691923074359","9308002.0","0.17167662204238995"
"316","9906064.0","0.5040079690442251","9711200.0","0.24228394983357418"
"317","9906064.0","0.179142049224555","9711200.0","0.13255014201864435"
"318","9906064.0","0.12173112028729466","9711200.0","0.09955756254228963"
"319","9905111.0","0.27708059691699033","9905111.0","0.039707535658685206"
"320","9906064.0","0.09636283861585196","9711200.0","0.08265703344153247"
"321","9906064.0","0.12839443404816384","9711200.0","0.10373899562159632"
"322","9711200.0","0.0929043512643387","9906064.0","0.09787332742885307"
"323","9711200.0","0.4123212548379153","9906064.0","5.214640301238628"
"324","9906064.0","0.08247761075483527","9906064.0","0.08041454938963845"
"325","9906064.0","0.46716359360336507","9711200.0","0.40819180352516193"
"326","9906087.0","0.0348133029805573","9905111.0","0.7387147382917398"
"327","9510201.0","0.16380932608427218","9502031.0","0.421197197970847"
"328","9308076.0","0.19649622255704005","9509069.0","0.21390636080413883"
